TOTPOP_CY,POPDENS_CY,POPPRM_CY,MALES_CY,FEMALES_CY,TOTHH_CY,AVGHHSZ_CY,PAGE01_CY,PAGE02_CY,PAGE03_CY,PAGE04_CY,PAGE05_CY,MAGE01_CY,MAGE02_CY,MAGE03_CY,MAGE04_CY,MAGE05_CY,FAGE01_CY,FAGE02_CY,FAGE03_CY,FAGE04_CY,FAGE05_CY,MRST01_CY,MRST02_CY,MRST03_CY,MRST04_CY,MRST_BASE,EDUC01_CY,EDUC02_CY,EDUC03_CY,EDUC04_CY,EDUC05_CY,EDUC_BASE,UNEMP_CY,PP_CY,PPPRM_CY,PPPC_CY,PPIDX_CY,Shape_Length,Shape_Area,ID,AREA,grid_code,name_Amman,name_Aqaba,name_Balqa,name_Irbid,name_Jarash,name_Karak,name_Maan,name_Madaba,name_Mafraq,name_Tafilah,name_Zarqa
-0.5799204986028845,0.3225050990683602,-0.5802618682010605,-0.5783931321141031,-0.5814647647871827,-0.5664451900867641,0.9615239476408192,-0.6133332426243605,-0.5720646277875728,-0.5687627184672862,-0.5518074582925098,-0.5178638823498383,-0.6132439023467434,-0.5703240410141597,-0.5660432065543898,-0.5500229901727438,-0.5172281197558762,-0.6134240386789016,-0.5739133855072347,-0.5713020997620283,-0.5535254164430813,-0.518397241616023,-0.5903340277658292,-0.5655164495095096,-0.5389888860121587,-0.5591686711009137,-0.5799204986028845,-0.7643470829171314,-0.6148443489904237,-0.6061177442802155,-0.5682149132903875,-0.49873921075266164,-0.5738976335811808,-0.5602348827818667,-0.5147487935819309,-0.5149599769564898,-0.11227379192375593,-0.11028122006986993,-1.1072556928597952,-0.6828286435012703,-1.5932550136313832,-0.6820066937447297,-0.7774396218644216,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363
